index,KEY_CODE,lat_max,lat_min,lng_max,lng_min,geometry
99397,5235460032,35.00625001001108,35.00416666666662,135.75625000000002,135.75312499999995,"POLYGON((135.75625 35.0041666666667, 135.75625 35.00625, 135.753125 35.00625, 135.753125 35.0041666666667, 135.75625 35.0041666666667))"
99398,5235460012,35.00208334334387,34.99999999999997,135.75625000000002,135.75312499999995,"POLYGON((135.75625 35, 135.75625 35.0020833333333, 135.753125 35.0020833333333, 135.753125 35, 135.75625 35))"
99400,5235460034,35.008333343344674,35.006249999999966,135.75625000000002,135.75312499999995,"POLYGON((135.75625 35.00625, 135.75625 35.0083333333333, 135.753125 35.0083333333333, 135.753125 35.00625, 135.75625 35.00625))"
99421,5235460014,35.00416667667747,35.002083333333296,135.75625000000002,135.75312499999995,"POLYGON((135.75625 35.0020833333333, 135.75625 35.0041666666667, 135.753125 35.0041666666667, 135.753125 35.0020833333333, 135.75625 35.0020833333333))"
99624,5235460042,35.006250010011065,35.00416666666662,135.76250000000002,135.75937499999995,"POLYGON((135.7625 35.0041666666667, 135.7625 35.00625, 135.759375 35.00625, 135.759375 35.0041666666667, 135.7625 35.0041666666667))"
99625,5235460044,35.008333343344674,35.006249999999966,135.76250000000002,135.75937499999995,"POLYGON((135.7625 35.00625, 135.7625 35.0083333333333, 135.759375 35.0083333333333, 135.759375 35.00625, 135.7625 35.00625))"
99632,5235460022,35.002083343343884,34.999999999999964,135.76250000000002,135.75937499999995,"POLYGON((135.7625 35, 135.7625 35.0020833333333, 135.759375 35.0020833333333, 135.759375 35, 135.7625 35))"
99635,5235460024,35.00416667667747,35.002083333333296,135.76250000000002,135.75937499999995,"POLYGON((135.7625 35.0020833333333, 135.7625 35.0041666666667, 135.759375 35.0041666666667, 135.759375 35.0020833333333, 135.7625 35.0020833333333))"
99908,5235460011,35.00208334334388,34.999999999999964,135.753125,135.74999999999997,"POLYGON((135.753125 35, 135.753125 35.0020833333333, 135.75 35.0020833333333, 135.75 35, 135.753125 35))"
99920,5235460013,35.00416667667747,35.002083333333296,135.753125,135.74999999999997,"POLYGON((135.753125 35.0020833333333, 135.753125 35.0041666666667, 135.75 35.0041666666667, 135.75 35.0020833333333, 135.753125 35.0020833333333))"
99927,5235460033,35.008333343344674,35.006249999999966,135.753125,135.74999999999997,"POLYGON((135.753125 35.00625, 135.753125 35.0083333333333, 135.75 35.0083333333333, 135.75 35.00625, 135.753125 35.00625))"
99929,5235460031,35.00625001001107,35.00416666666662,135.753125,135.74999999999997,"POLYGON((135.753125 35.0041666666667, 135.753125 35.00625, 135.75 35.00625, 135.75 35.0041666666667, 135.753125 35.0041666666667))"
100170,5235460023,35.00416667667747,35.002083333333296,135.759375,135.75624999999997,"POLYGON((135.759375 35.0020833333333, 135.759375 35.0041666666667, 135.75625 35.0041666666667, 135.75625 35.0020833333333, 135.759375 35.0020833333333))"
100173,5235460041,35.00625001001107,35.00416666666662,135.759375,135.75624999999997,"POLYGON((135.759375 35.0041666666667, 135.759375 35.00625, 135.75625 35.00625, 135.75625 35.0041666666667, 135.759375 35.0041666666667))"
100182,5235460021,35.00208334334388,34.999999999999964,135.759375,135.75624999999997,"POLYGON((135.759375 35, 135.759375 35.0020833333333, 135.75625 35.0020833333333, 135.75625 35, 135.759375 35))"
100184,5235460043,35.00833334334468,35.006249999999966,135.759375,135.75624999999997,"POLYGON((135.759375 35.00625, 135.759375 35.0083333333333, 135.75625 35.0083333333333, 135.75625 35.00625, 135.759375 35.00625))"
100430,5235460113,35.00416667667747,35.002083333333296,135.76562500000003,135.76249999999996,"POLYGON((135.765625 35.0020833333333, 135.765625 35.0041666666667, 135.7625 35.0041666666667, 135.7625 35.0020833333333, 135.765625 35.0020833333333))"
100434,5235460133,35.008333343344674,35.006249999999966,135.76562500000003,135.76249999999996,"POLYGON((135.765625 35.00625, 135.765625 35.0083333333333, 135.7625 35.0083333333333, 135.7625 35.00625, 135.765625 35.00625))"
100436,5235460111,35.00208334334388,34.999999999999964,135.76562500000003,135.76249999999996,"POLYGON((135.765625 35, 135.765625 35.0020833333333, 135.7625 35.0020833333333, 135.7625 35, 135.765625 35))"
100443,5235460131,35.00625001001107,35.00416666666662,135.76562500000003,135.76249999999996,"POLYGON((135.765625 35.0041666666667, 135.765625 35.00625, 135.7625 35.00625, 135.7625 35.0041666666667, 135.765625 35.0041666666667))"
100674,5235460141,35.00625001001108,35.00416666666662,135.77187500000002,135.76874999999995,"POLYGON((135.771875 35.0041666666667, 135.771875 35.00625, 135.76875 35.00625, 135.76875 35.0041666666667, 135.771875 35.0041666666667))"
100685,5235460123,35.004166676677464,35.002083333333296,135.77187500000002,135.76874999999995,"POLYGON((135.771875 35.0020833333333, 135.771875 35.0041666666667, 135.76875 35.0041666666667, 135.76875 35.0020833333333, 135.771875 35.0020833333333))"
100686,5235460121,35.00208334334387,34.999999999999964,135.77187500000002,135.76874999999995,"POLYGON((135.771875 35, 135.771875 35.0020833333333, 135.76875 35.0020833333333, 135.76875 35, 135.771875 35))"
100687,5235460143,35.00833334334468,35.006249999999966,135.77187500000002,135.76874999999995,"POLYGON((135.771875 35.00625, 135.771875 35.0083333333333, 135.76875 35.0083333333333, 135.76875 35.00625, 135.771875 35.00625))"
100935,5235460134,35.008333343344674,35.006249999999966,135.76875,135.76562499999997,"POLYGON((135.76875 35.00625, 135.76875 35.0083333333333, 135.765625 35.0083333333333, 135.765625 35.00625, 135.76875 35.00625))"
