port_id,port_name,lat,lng,installation_day,city_id,ward,station,distance,capacity,payment_amount,KEY_CODE
652,目黒区中町2−7−2,35.634088,139.696822,2022-01-13,shibuya,目黒区,祐天寺駅,652.0500054032269,6.0,13200.0,5339356521.0
653,飯田橋ビル,35.702418,139.74351,2021-12-24,shibuya,新宿区,飯田橋駅,36.35369303719772,6.0,24000.0,5339454914.0
654,日興パレス東山,35.648999,139.691124,2021-12-30,shibuya,目黒区,池尻大橋駅,558.0316703948524,4.0,15400.0,5339357534.0
655,東五反田3-17-12,35.625744,139.729372,2021-12-23,shibuya,品川区,五反田駅,456.1903183484367,4.0,8800.0,5339355812.0
656,ライオンズマンション麻布,35.656939,139.743914,2022-01-22,shibuya,港区,赤羽橋駅,214.73715605142945,4.0,11000.0,5339358943.0
657,Nc Square Shinjuku,35.704089,139.694904,2021-12-23,shibuya,新宿区,新大久保駅,553.904063184385,6.0,19800.0,5339454523.0
658,ホテルサンルートプラザ新宿,35.68722,139.699281,2021-12-17,shibuya,渋谷区,新宿駅,22.59265565896732,9.0,24200.0,5339452524.0
659,コルドデシャン大崎,35.619124,139.724162,2021-12-24,shibuya,品川区,大崎駅,328.18740264921195,5.0,13750.0,5339354724.0
660,シティインデックス千代田岩本町,35.694236,139.777255,2021-12-24,shibuya,千代田区,岩本町駅,169.63799934085728,7.0,7700.0,5339463213.0
662,グランドオム,35.666551,139.705113,2021-12-30,shibuya,渋谷区,明治神宮前駅,288.54301341555134,7.0,24750.0,5339359634.0
663,SHIBUYA WISE OWL HOSTELS 2,35.653741,139.689837,2021-12-30,shibuya,目黒区,池尻大橋駅,482.08139345052297,2.0,6600.0,5339358513.0
664,相鉄フレッサ御茶ノ水神保町 裏の駐車場横,35.695129,139.760553,2021-12-30,shibuya,千代田区,神保町駅,211.91276264836395,5.0,13200.0,5339463024.0
665,相鉄フレッサ御茶ノ水神保町 パン屋入口横,35.695373,139.760452,2021-12-30,shibuya,千代田区,神保町駅,215.61996514252445,11.0,30800.0,5339463024.0
666,三軒茶屋2丁目52-4,35.642034,139.662617,2021-12-30,shibuya,世田谷区,西太子堂駅,453.3380519234811,12.0,33000.0,5339357311.0
667,アーデン芝公園,35.66012768575847,139.7520420766281,2021-12-30,shibuya,港区,御成門駅,174.77507026627893,5.0,11550.0,5339369011.0
668,アーデン五反田,35.624043,139.723851,2021-12-30,shibuya,品川区,五反田駅,58.59988802659827,5.0,11550.0,5339354744.0
669,ベルジューレ高輪,35.633865,139.733392,2021-12-30,shibuya,港区,高輪台駅,441.4076676055232,4.0,11550.0,5339356821.0
670,ミレアコート南青山,35.658829,139.717598,2021-12-30,shibuya,港区,表参道駅,803.628503974666,2.0,6930.0,5339359712.0
671,ルクレ南青山ハウス,35.66072,139.715176,2021-12-30,shibuya,港区,表参道駅,502.3693656361484,2.0,6930.0,5339359713.0
672,AXAS白金台,35.633718,139.73086,2021-12-30,shibuya,港区,高輪台駅,295.3255786112081,3.0,6600.0,5339356812.0
673,SHIBUYA WISE OWL HOSTELS,35.653722,139.689755,2021-12-30,shibuya,目黒区,池尻大橋駅,474.8784177857016,2.0,4400.0,5339358513.0
675,ホテルウィングインターナショナル 新橋御成門,35.660833,139.754195,2022-01-24,shibuya,港区,御成門駅,233.9501172269543,2.0,4400.0,5339369014.0
676,KTS笹塚,35.673978,139.661768,2021-12-24,shibuya,渋谷区,代田橋駅,334.806758613693,4.0,8800.0,5339450244.0
679,ヨドバシカメラ 新宿西口本店,35.690031,139.698233,2021-12-30,shibuya,新宿区,新宿駅,97.69141646458112,5.0,15400.0,5339452544.0
680,ヨドバシカメラ マルチメディア AKIBA,35.698861,139.774423,2021-12-30,shibuya,千代田区,秋葉原駅,73.74855402035065,4.0,15400.0,5339463144.0
681,CITYSPIRE芝公園,35.651664,139.753714,2021-12-30,shibuya,港区,芝公園駅,447.4178377712608,6.0,17600.0,5339368012.0
682,WEST16,35.684407,139.688493,2021-12-30,shibuya,新宿区,初台駅,301.2236146244424,3.0,8800.0,5339452511.0
683,廣瀬コーポ駐車場,35.700762,139.701056,2022-01-24,shibuya,新宿区,新大久保駅,128.39882002498155,20.0,44000.0,5339454611.0
